r,date,n1,n2,n3,n4,n5,n6,n7,n8,sum,median,consecutive,odd,ac,wuxing_ke,prime,partition,luckman
15068,20150615,1,4,5,10,15,19,30,28,84,10.0,1,4,15,2,2,7,2
15069,20150617,3,7,13,15,17,28,30,8,113,15.0,0,5,15,1,4,3,2
15070,20150619,1,2,5,10,15,25,28,27,86,10.0,1,4,16,1,2,8,2
15071,20150622,1,2,13,20,21,23,29,12,109,20.0,2,5,18,1,4,3,2
15072,20150624,4,10,12,13,23,26,27,30,115,13.0,2,3,17,0,2,1,2
15073,20150626,6,7,13,20,24,25,30,3,125,20.0,2,3,15,2,2,1,1
15074,20150629,1,8,9,16,18,21,28,26,101,16.0,1,3,15,3,0,4,1
15075,20150701,4,12,13,18,19,20,30,22,116,18.0,2,2,16,0,2,14,1
15076,20150703,3,10,14,19,20,23,28,25,117,19.0,1,3,17,1,3,3,1
15077,20150706,3,6,7,9,17,20,28,29,90,9.0,1,4,15,1,3,7,1
15078,20150708,1,9,14,16,17,19,28,13,104,16.0,1,4,17,1,2,9,1
15079,20150710,4,9,16,18,20,21,26,1,114,18.0,1,2,16,3,0,9,1
15080,20150713,1,11,14,16,26,27,30,9,125,16.0,1,3,16,3,1,1,1
15081,20150715,6,11,13,18,25,27,28,21,128,18.0,1,4,15,0,2,1,1
15082,20150717,3,5,7,14,17,23,30,13,99,14.0,0,5,17,0,5,2,2
15083,20150720,7,10,12,19,24,25,28,26,125,19.0,1,3,16,2,2,1,1
15084,20150722,2,8,15,17,22,27,30,28,121,17.0,0,3,17,2,2,3,1
15085,20150724,1,3,4,11,13,16,21,28,69,11.0,1,5,14,1,3,36,1
15086,20150727,4,5,6,8,16,19,25,28,83,8.0,1,3,17,0,2,7,1
15087,20150729,3,4,9,16,24,26,30,21,112,16.0,1,2,19,3,1,5,1
15088,20150731,1,8,14,15,18,19,22,26,97,15.0,2,3,14,2,1,24,1
15089,20150803,3,22,23,24,27,28,30,19,157,24.0,2,3,14,1,2,15,1
15090,20150805,6,13,17,18,23,24,27,12,128,18.0,2,4,14,2,3,6,1
15091,20150807,8,10,15,16,17,22,24,7,112,16.0,1,2,10,3,1,9,1
15092,20150810,3,5,6,15,16,17,30,8,92,15.0,2,4,13,1,3,4,1
15093,20150812,3,7,9,14,15,19,24,25,91,14.0,1,5,15,2,3,4,2
15094,20150814,1,4,6,16,19,23,26,22,95,16.0,0,3,15,0,2,2,1
15095,20150817,1,2,10,13,21,26,27,9,100,13.0,2,4,17,0,2,2,1
15096,20150819,1,7,11,12,17,19,25,13,92,12.0,1,6,15,1,4,4,2
15097,20150821,2,4,14,16,18,27,28,9,109,16.0,1,1,14,1,1,3,1
15098,20150824,3,5,11,20,22,23,24,28,108,20.0,1,4,16,1,4,2,1
15099,20150826,1,3,8,9,18,23,24,17,86,9.0,2,4,16,2,2,8,1
15100,20150828,3,6,7,12,19,22,29,18,98,12.0,1,4,17,4,4,4,1
15101,20150831,7,12,16,18,22,23,29,6,127,18.0,1,3,14,3,3,10,4
15102,20150902,2,5,8,10,18,26,27,4,96,10.0,1,2,17,1,2,8,1
15103,20150904,3,6,20,22,26,27,29,2,133,22.0,1,3,17,2,2,1,1
15104,20150907,4,5,12,16,20,23,24,1,104,16.0,2,2,12,0,2,3,4
15105,20150909,8,14,15,20,21,23,27,28,128,20.0,2,4,13,1,1,10,4
15106,20150911,1,2,14,17,20,23,29,28,106,17.0,1,4,14,1,4,3,1
15107,20150914,3,6,7,10,13,24,25,1,88,10.0,2,4,15,1,3,8,1
15108,20150916,6,7,8,12,22,24,29,25,108,12.0,1,2,16,0,2,2,4
15109,20150918,1,6,13,17,18,21,27,16,103,17.0,1,5,18,3,2,9,1
15110,20150921,2,4,5,6,8,11,12,7,48,6.0,2,2,10,0,3,16,1
15111,20150923,6,8,11,13,15,19,26,3,98,13.0,0,4,13,0,3,4,1
15112,20150925,4,5,10,22,23,28,29,2,121,22.0,3,3,12,1,3,5,4
15113,20150928,5,12,14,19,21,28,29,23,128,19.0,1,4,13,0,3,10,1
15114,20150930,3,4,8,16,20,28,29,21,108,16.0,2,2,14,0,2,2,1
15115,20151002,11,16,17,18,20,26,29,4,137,18.0,1,3,15,1,3,10,1
15116,20151005,4,5,8,15,17,20,24,3,93,15.0,1,3,15,0,2,4,1
15117,20151007,1,11,13,16,19,23,25,22,108,16.0,0,6,15,0,4,3,1
15118,20151009,2,3,7,15,24,27,29,1,107,15.0,1,5,18,0,4,5,2
15119,20151012,5,10,13,22,26,28,30,14,134,22.0,0,2,17,1,2,1,1
15120,20151014,2,4,6,14,17,23,30,24,96,14.0,0,2,19,0,3,2,1
15121,20151016,11,21,23,24,25,26,29,28,159,24.0,1,5,13,0,3,15,1
15122,20151019,1,8,9,13,14,24,29,7,98,13.0,2,4,16,1,2,2,1
15123,20151021,6,23,24,25,26,28,30,18,162,25.0,1,2,13,0,1,21,1
15124,20151023,4,5,6,13,20,23,27,12,98,13.0,1,4,17,0,3,2,4
15125,20151026,2,3,15,20,21,25,27,24,113,20.0,2,5,16,2,2,3,2
15126,20151028,6,8,11,18,21,27,29,26,120,18.0,0,4,17,1,2,2,1
15127,20151030,2,10,11,14,18,20,22,26,97,14.0,1,1,14,2,2,33,1
15128,20151102,3,13,14,20,25,28,29,8,132,20.0,2,4,18,1,3,6,1
15129,20151104,1,6,7,9,14,15,22,23,74,9.0,2,4,13,2,1,36,1
15130,20151106,4,5,9,12,13,18,24,29,85,12.0,2,3,15,1,2,4,1
15131,20151109,1,5,8,11,20,23,30,3,98,11.0,0,4,13,0,3,8,1
15132,20151111,1,2,6,7,18,19,30,8,83,7.0,3,3,14,1,3,7,1
15133,20151113,3,4,8,9,12,19,28,18,83,9.0,2,3,16,1,2,7,1
15134,20151116,11,15,19,20,25,27,29,8,146,20.0,1,6,13,1,3,6,2
15135,20151118,1,13,20,23,24,27,29,15,137,23.0,1,5,18,0,3,12,1
15136,20151120,5,6,11,14,22,23,25,4,106,14.0,2,4,15,1,3,2,1
15137,20151123,2,4,9,12,15,17,18,6,77,12.0,1,3,14,1,2,33,2
15138,20151125,1,7,15,22,25,26,27,23,123,22.0,1,5,20,0,1,1,2
15139,20151127,1,4,6,17,20,25,30,3,103,17.0,0,3,14,2,1,2,1
15140,20151130,5,6,7,15,21,26,28,29,108,15.0,1,4,18,1,2,2,4
15141,20151202,5,7,8,20,23,24,27,3,114,20.0,2,4,14,0,3,5,4
15142,20151204,1,7,8,9,18,19,25,15,87,9.0,2,5,13,0,2,7,1
15143,20151207,1,5,9,15,16,25,26,21,97,15.0,2,5,16,1,1,2,1
15144,20151209,1,4,6,8,15,18,23,13,75,8.0,0,3,15,1,1,7,1
15145,20151211,4,6,12,16,17,19,25,22,99,16.0,1,3,16,0,2,9,1
15146,20151214,4,11,18,22,23,25,28,10,131,22.0,1,3,16,1,2,1,1
15147,20151216,3,5,6,9,18,27,28,11,96,9.0,2,4,17,0,2,8,1
15148,20151218,9,10,11,13,18,23,28,20,112,13.0,1,4,16,2,3,2,2
15149,20151221,8,9,10,12,24,26,29,13,118,12.0,1,2,14,1,1,5,1
15150,20151223,2,6,17,21,24,29,30,28,129,21.0,1,3,19,0,3,1,1
15151,20151225,4,6,11,15,16,17,25,1,94,15.0,1,4,15,0,2,4,1
15152,20151228,4,10,15,20,23,26,29,27,127,20.0,0,3,13,2,2,1,2
15153,20151230,12,18,19,22,23,25,30,14,149,22.0,2,3,13,2,2,32,1
16001,20160101,16,18,20,21,22,23,24,29,144,21.0,1,2,8,1,1,27,4
16002,20160104,4,6,15,18,23,25,26,12,117,18.0,1,3,16,1,1,1,2
16003,20160106,1,8,12,13,21,26,28,27,109,13.0,1,3,17,1,1,3,1
16004,20160108,4,7,9,13,15,21,28,29,97,13.0,0,5,17,1,2,4,2
16005,20160111,2,3,4,20,21,23,26,22,99,20.0,2,3,14,0,3,2,2
16006,20160113,7,9,10,12,14,19,20,13,91,12.0,2,3,13,0,2,33,1
16007,20160115,1,8,18,22,26,28,29,12,132,22.0,1,2,17,3,1,1,1
16008,20160118,1,3,4,11,12,20,21,2,72,11.0,3,4,13,1,2,36,1
16009,20160120,5,6,17,19,20,22,24,9,113,19.0,2,3,15,0,3,9,1
16010,20160122,3,7,11,12,18,29,30,10,110,12.0,2,4,17,0,4,2,2
16011,20160125,5,7,10,13,21,25,27,9,108,13.0,0,6,15,1,3,2,2
16012,20160127,2,3,8,21,24,25,26,13,109,21.0,2,3,15,1,2,5,1
16013,20160129,3,5,6,10,17,24,30,8,95,10.0,1,3,18,2,3,8,1
16014,20160201,6,8,10,13,26,28,30,19,121,13.0,0,1,13,1,1,5,1
16015,20160203,5,8,9,18,21,23,27,29,111,18.0,1,5,16,0,2,2,1
16016,20160205,5,7,9,11,12,23,25,28,92,11.0,1,6,14,0,4,8,2
16017,20160215,3,8,14,15,19,22,27,29,108,15.0,1,4,14,2,2,9,1
16018,20160217,1,5,8,10,16,23,26,18,89,10.0,0,3,17,1,2,8,1
16019,20160219,4,8,10,11,19,24,25,9,101,11.0,2,3,17,2,2,8,1
16020,20160222,11,12,18,19,20,23,27,26,130,19.0,2,4,13,0,3,10,2
16021,20160224,1,2,3,7,8,10,14,18,45,7.0,2,3,12,1,3,16,1
16022,20160226,2,9,11,13,15,18,28,6,96,13.0,0,4,15,0,3,4,2
16023,20160229,1,6,13,14,25,26,28,10,113,14.0,2,3,17,1,1,1,1
16024,20160302,2,7,9,17,18,22,28,29,103,17.0,1,3,17,1,3,4,1
16025,20160304,3,4,6,19,21,27,30,28,110,19.0,1,4,17,2,2,2,1
16026,20160307,2,6,12,17,22,25,28,5,112,17.0,0,2,15,2,2,3,1
16027,20160309,2,3,6,7,8,9,28,4,63,7.0,2,3,13,1,3,19,1
16028,20160311,1,2,9,15,16,24,26,21,93,15.0,2,3,16,1,1,2,1
16029,20160314,1,3,5,7,15,17,25,9,73,7.0,0,7,12,0,4,7,2
16030,20160316,7,16,19,21,23,29,30,10,145,21.0,1,5,17,1,4,6,2
16031,20160318,4,14,19,23,24,28,29,18,141,23.0,2,3,12,0,3,12,1
16032,20160321,2,12,15,16,20,23,24,18,112,16.0,2,2,15,0,2,10,4
16033,20160323,2,6,10,11,13,17,24,29,83,11.0,1,3,15,3,4,7,1
16034,20160325,2,7,13,14,20,23,29,10,108,14.0,1,4,16,3,5,3,4
16035,20160328,4,11,14,16,17,19,21,29,102,16.0,1,4,13,2,3,24,1
16036,20160330,16,18,21,24,27,28,30,10,164,24.0,1,2,13,1,0,31,1
16037,20160401,4,10,19,24,27,28,29,9,141,24.0,1,3,18,1,2,11,1
16038,20160404,2,10,11,18,22,25,29,4,117,18.0,1,3,16,0,3,2,1
16039,20160406,3,6,10,13,16,17,30,11,95,13.0,1,3,13,3,3,4,1
16040,20160408,1,12,13,18,24,26,30,14,124,18.0,1,2,15,1,1,6,1
16041,20160411,3,14,16,19,23,26,27,11,128,19.0,1,4,16,1,3,6,1
16042,20160413,2,6,7,8,9,10,28,12,70,8.0,1,2,14,0,2,19,1
16043,20160415,2,6,11,23,26,28,29,21,125,23.0,1,3,18,0,4,35,1
16044,20160418,3,9,15,16,17,18,21,5,99,16.0,1,5,14,0,2,24,1
16045,20160420,7,9,20,21,22,25,28,23,132,21.0,1,4,17,0,1,3,1
16046,20160422,8,10,11,13,14,21,23,12,100,13.0,2,4,14,1,3,4,1
16047,20160425,1,3,9,10,14,19,20,6,76,10.0,2,4,15,0,2,36,1
16048,20160427,4,9,11,12,13,14,18,19,81,12.0,1,3,11,2,2,33,1
16049,20160429,4,6,7,11,21,25,27,10,101,11.0,1,5,17,1,2,8,1
16050,20160502,3,10,13,15,24,25,27,12,117,15.0,1,5,15,0,2,1,1
16051,20160504,4,7,14,19,25,26,30,8,125,19.0,1,3,17,0,2,1,1
16052,20160506,3,4,5,8,14,16,29,12,79,8.0,1,3,17,0,3,7,1
16053,20160509,1,21,24,26,27,28,30,8,157,26.0,1,3,14,1,0,15,1
16054,20160511,4,6,10,15,21,22,29,11,107,15.0,1,3,18,3,1,4,4
16055,20160513,3,9,12,14,16,19,24,1,97,14.0,0,3,15,1,2,9,1
16056,20160516,7,9,12,19,23,25,26,17,121,19.0,1,5,16,1,3,1,2
16057,20160518,12,13,17,20,22,29,30,28,143,20.0,2,3,14,1,3,27,1
16058,20160520,5,12,13,14,18,20,29,8,111,14.0,1,3,14,1,3,14,1
16059,20160523,1,2,7,10,14,24,25,8,83,10.0,2,3,19,1,2,8,1
16060,20160525,4,6,8,17,22,24,26,14,107,17.0,0,1,12,2,1,2,1
16061,20160527,5,11,16,19,24,26,28,23,129,19.0,0,3,18,4,3,1,1
16062,20160530,4,5,7,13,18,20,26,28,93,13.0,1,3,16,1,3,4,2
16063,20160601,2,7,8,9,14,17,28,3,85,9.0,1,3,17,2,3,7,1
16064,20160603,3,8,9,10,12,19,23,15,84,10.0,1,4,15,2,3,7,1
16065,20160606,2,15,18,22,23,24,30,6,134,22.0,1,2,17,1,2,6,4
16066,20160608,2,5,9,12,15,18,27,30,88,12.0,0,4,13,1,2,4,2
16067,20160610,5,10,12,20,24,26,28,6,125,20.0,0,1,15,1,1,1,1
16068,20160613,3,5,10,12,16,19,30,20,95,12.0,0,3,15,1,3,4,1
16069,20160615,1,6,7,13,15,22,26,19,90,13.0,1,4,18,3,2,4,4
16070,20160617,6,11,12,19,24,27,28,17,127,19.0,2,3,16,2,2,1,1
16071,20160620,7,10,13,17,24,26,30,8,127,17.0,0,3,15,3,3,1,1
16072,20160622,4,5,6,8,10,11,28,30,72,8.0,2,2,13,1,2,19,1
16073,20160624,6,9,18,20,23,27,29,16,132,20.0,0,4,15,0,2,1,1
16074,20160627,1,3,4,10,19,21,27,15,85,10.0,1,5,16,1,2,7,1
16075,20160629,1,5,13,20,21,22,23,19,105,20.0,1,5,17,0,3,9,1
16076,20160701,6,8,10,13,20,29,30,7,116,13.0,1,2,18,1,2,2,1
16077,20160704,2,5,10,13,14,17,30,21,91,13.0,1,3,16,1,4,4,1
16078,20160706,6,11,16,21,24,25,30,23,133,21.0,1,3,14,2,1,1,1
16079,20160708,2,5,8,15,17,18,26,29,91,15.0,1,3,16,0,3,4,1
16080,20160711,6,7,12,14,15,16,23,1,93,14.0,2,3,13,1,2,9,4
16081,20160713,4,11,14,18,21,22,29,20,119,18.0,1,3,12,3,2,9,1
16082,20160715,4,5,6,8,16,17,30,10,86,8.0,2,2,15,1,2,7,1
16083,20160718,4,11,13,15,18,21,25,22,107,15.0,0,5,14,2,2,9,2
16084,20160720,11,14,20,21,23,27,30,17,146,21.0,1,4,12,2,2,6,1
16085,20160722,5,7,9,15,19,29,30,27,114,15.0,1,6,16,0,4,2,2
16086,20160725,2,6,7,8,10,25,29,27,87,8.0,1,3,15,1,3,23,1
16087,20160727,1,11,18,19,22,24,28,26,123,19.0,1,3,17,1,2,3,1
16088,20160729,2,8,10,13,21,24,29,16,107,13.0,0,3,13,1,3,2,1
16089,20160801,2,6,10,17,18,24,25,9,102,17.0,2,2,14,1,2,2,1
16090,20160803,3,4,6,8,13,17,18,16,69,8.0,2,3,13,1,3,36,1
16091,20160805,1,10,12,13,14,29,30,2,109,13.0,2,3,16,0,2,3,1
16092,20160808,1,3,7,11,13,18,24,8,77,11.0,0,5,14,0,4,7,2
16093,20160810,1,6,7,17,19,24,26,5,100,17.0,1,4,17,3,3,2,1
16094,20160812,9,11,13,14,18,20,28,1,113,14.0,1,3,15,1,2,9,1
16095,20160815,12,13,14,17,18,28,30,8,132,17.0,2,2,15,0,2,27,1
16096,20160817,2,7,14,18,20,21,24,23,106,18.0,1,2,17,2,2,9,4
16097,20160819,4,11,21,22,24,25,30,7,137,22.0,2,3,19,2,1,1,1
16098,20160822,5,7,8,9,12,15,16,10,72,9.0,2,4,11,0,2,36,2
16099,20160824,2,5,8,11,13,27,29,15,95,11.0,0,5,16,1,5,8,1
16100,20160826,6,9,13,14,15,19,23,18,99,14.0,1,5,13,0,3,9,1
16101,20160829,1,3,9,10,16,18,23,7,80,10.0,1,4,13,2,2,7,1
16102,20160831,1,3,10,19,21,23,28,9,105,19.0,0,5,13,1,3,2,2
16103,20160902,2,4,10,15,20,25,30,1,106,15.0,0,2,15,4,1,2,2
16104,20160905,2,7,9,18,22,26,27,19,111,18.0,1,3,17,2,2,2,1
16105,20160907,12,13,24,25,26,28,29,7,157,25.0,3,3,12,0,2,25,1
16106,20160909,4,6,17,25,26,27,29,15,134,25.0,1,4,16,0,2,11,1
16107,20160912,6,10,16,17,18,24,30,22,121,17.0,1,1,14,1,1,3,1
16108,20160914,4,5,9,14,15,17,21,12,85,14.0,2,5,15,2,2,33,1
16109,20160916,2,3,13,18,21,22,27,6,106,18.0,2,4,17,0,3,9,1
16110,20160919,1,5,9,20,23,26,30,7,114,20.0,0,4,16,1,2,5,2
16111,20160921,10,12,16,23,25,26,28,9,140,23.0,1,2,16,0,1,12,1
16112,20160923,6,7,16,22,23,26,27,1,127,22.0,3,3,15,0,2,1,4
16113,20160926,3,12,13,19,21,23,26,6,117,19.0,1,5,17,1,4,10,2
16114,20160928,1,4,17,18,25,27,30,13,122,18.0,1,4,18,2,1,1,1
16115,20160930,3,5,11,12,22,23,29,27,105,12.0,2,5,15,2,5,2,1
16116,20161003,1,10,16,20,23,25,28,30,123,20.0,0,3,17,0,1,1,1
16117,20161005,2,6,8,13,15,24,25,9,93,13.0,1,3,17,0,2,2,4
16118,20161007,5,7,10,11,18,24,27,23,102,11.0,1,4,17,0,3,8,1
16119,20161010,4,5,6,18,22,23,29,2,107,18.0,2,3,17,2,3,2,4
16120,20161012,3,4,8,13,17,19,21,29,85,13.0,1,5,15,1,4,33,1
16121,20161014,4,5,9,19,22,23,30,28,112,19.0,2,4,17,2,3,2,1
16122,20161017,1,9,14,16,17,19,21,13,97,16.0,1,5,14,1,2,24,1
16123,20161019,3,6,23,24,26,27,30,17,139,24.0,2,3,13,3,2,26,1
16124,20161021,3,4,11,13,16,19,27,18,93,13.0,1,5,17,1,4,4,1
16125,20161024,1,5,11,20,25,28,29,21,119,20.0,1,5,18,2,3,5,1
16126,20161026,1,6,11,18,28,29,30,20,123,18.0,1,3,16,1,2,5,1
16127,20161028,4,9,12,23,25,29,30,20,132,23.0,1,4,19,1,2,11,2
16128,20161031,1,4,7,8,12,13,25,20,70,8.0,2,4,15,1,2,7,1
16129,20161102,1,4,10,13,15,25,30,12,98,13.0,0,4,16,1,1,2,2
16130,20161104,2,7,11,12,13,14,17,16,76,12.0,1,4,12,1,5,33,1
16131,20161107,2,11,14,19,24,25,27,29,122,19.0,1,4,17,2,3,1,1
16132,20161109,2,4,8,10,20,27,30,14,101,10.0,0,1,18,3,1,8,1
16133,20161111,7,9,11,16,17,22,28,23,110,16.0,1,4,16,2,3,4,1
16134,20161114,14,15,16,17,20,22,28,26,132,17.0,1,2,12,0,1,18,1
16135,20161116,5,9,13,17,20,27,28,23,119,17.0,1,5,14,3,3,3,1
16136,20161118,2,4,11,22,23,26,29,25,117,22.0,1,3,18,2,4,5,1
16137,20161121,3,5,13,17,19,27,28,11,112,17.0,1,6,16,1,5,3,1
16138,20161123,1,4,5,11,20,25,26,13,92,11.0,2,4,17,2,2,8,1
16139,20161125,2,3,8,15,19,22,23,30,92,15.0,2,4,17,2,4,4,1
16140,20161128,12,14,18,21,26,28,30,22,149,21.0,0,1,13,1,0,32,1
16141,20161130,1,3,5,7,17,19,24,9,76,7.0,0,6,14,1,5,7,2
16142,20161202,2,10,12,18,23,28,30,5,123,18.0,0,1,15,2,2,1,2
16143,20161205,1,2,9,11,19,21,25,22,88,11.0,1,6,17,1,3,7,1
16144,20161207,3,12,15,17,20,24,28,25,119,17.0,0,3,15,0,2,10,1
16145,20161209,5,6,8,10,15,18,30,14,92,10.0,1,2,16,2,1,7,4
16146,20161212,12,15,18,22,24,25,30,17,146,22.0,1,2,14,1,0,32,1
16147,20161214,1,3,5,15,21,23,24,16,92,15.0,1,6,17,1,3,2,2
16148,20161216,8,13,19,22,27,28,29,30,146,22.0,1,4,16,2,3,6,1
16149,20161219,2,4,5,6,8,11,29,19,65,6.0,1,3,14,0,4,19,1
16150,20161221,14,15,17,20,21,22,26,30,135,20.0,2,3,11,1,1,18,1
16151,20161223,6,7,14,20,22,28,29,17,126,20.0,2,2,13,0,2,3,4
16152,20161226,3,7,12,18,19,28,30,5,117,18.0,1,3,17,1,3,3,2
16153,20161228,4,9,11,13,20,23,30,28,110,13.0,0,4,15,1,3,2,2
16154,20161230,3,6,10,12,14,21,27,9,93,12.0,0,3,14,3,1,4,1
17001,20170102,1,7,10,11,12,17,25,23,83,11.0,1,5,17,1,3,7,2
17002,20170104,3,7,16,19,20,22,23,27,110,19.0,2,4,14,0,4,9,1
17003,20170106,4,5,8,16,23,27,30,28,113,16.0,1,3,15,1,2,5,1
17004,20170109,2,17,20,21,23,24,25,7,132,21.0,2,4,14,0,3,6,1
17005,20170111,12,16,17,18,21,25,28,27,137,18.0,1,3,14,1,1,27,1
17006,20170113,6,10,13,15,16,25,30,8,115,15.0,1,3,16,2,1,3,1
17007,20170116,8,12,18,19,26,27,30,14,140,19.0,2,2,15,1,1,6,1
17008,20170118,2,4,8,22,24,26,27,23,113,22.0,1,1,15,1,1,5,1
17009,20170120,2,11,12,13,15,16,22,30,91,13.0,2,3,13,0,3,24,1
17010,20170123,2,4,5,13,27,29,30,1,110,13.0,2,4,16,1,4,5,1
17011,20170125,21,22,23,26,27,29,30,6,178,26.0,3,4,9,0,2,25,1
17012,20170203,7,8,10,12,14,19,25,3,95,12.0,1,3,14,1,2,4,1
17013,20170206,2,6,19,26,27,29,30,10,139,26.0,2,3,17,0,3,11,1
17014,20170208,4,5,15,16,22,26,27,19,115,16.0,3,3,13,1,1,3,4
17015,20170210,8,9,21,22,23,26,28,1,137,22.0,2,3,15,0,1,1,1
17016,20170213,3,6,8,9,12,18,20,28,76,9.0,1,2,14,1,1,36,1
17017,20170215,2,11,14,17,18,24,27,7,113,17.0,1,3,13,1,3,3,1
17018,20170217,1,3,6,9,11,12,14,2,56,9.0,1,4,10,1,2,22,1
17019,20170220,3,8,14,16,20,22,27,25,110,16.0,0,2,13,1,1,9,1
17020,20170222,3,12,15,18,20,28,29,9,125,18.0,1,3,17,0,2,10,2
17021,20170224,3,7,10,20,22,26,27,25,115,20.0,1,3,17,1,2,2,1
17022,20170227,2,3,6,8,16,26,28,30,89,8.0,1,1,18,2,2,8,1
17023,20170301,5,13,14,15,16,19,29,21,111,15.0,1,5,15,0,4,14,1
17024,20170303,3,5,13,14,19,21,25,7,100,14.0,1,6,16,1,4,9,1
17025,20170306,4,5,6,8,16,18,22,7,79,8.0,1,1,14,1,1,36,1
17026,20170308,1,4,5,10,12,18,22,27,72,10.0,1,2,17,0,1,36,1
17027,20170310,7,8,9,10,21,23,24,28,102,10.0,2,4,10,0,2,8,2
17028,20170313,1,8,12,17,23,27,28,6,116,17.0,1,4,15,2,2,1,1
17029,20170315,2,7,18,20,24,27,28,12,126,20.0,1,2,20,1,2,1,1
17030,20170317,2,11,14,20,23,26,27,15,123,20.0,1,3,14,1,3,1,1
17031,20170320,3,5,16,18,21,22,27,10,112,18.0,1,4,16,1,2,9,1
17032,20170322,7,14,19,25,27,29,30,15,151,25.0,1,5,18,0,3,12,1
17033,20170324,5,6,15,16,19,22,30,29,113,16.0,2,3,16,1,2,9,1
17034,20170327,7,12,14,24,27,28,30,3,142,24.0,1,2,18,1,1,12,1
17035,20170329,3,6,9,18,23,29,30,8,118,18.0,1,4,17,3,3,5,1
17036,20170331,5,6,7,10,19,26,29,21,102,10.0,1,4,18,0,4,8,1
17037,20170403,5,7,8,9,19,22,24,1,94,9.0,1,4,14,1,3,7,1
17038,20170405,1,9,13,14,16,21,23,19,97,14.0,1,5,15,0,2,9,1
17039,20170407,7,9,11,12,13,23,26,27,101,12.0,1,5,15,0,4,2,2
17040,20170410,2,10,16,22,24,25,28,20,127,22.0,1,1,15,0,1,1,1
17041,20170412,3,5,7,13,17,24,29,9,98,13.0,0,6,17,3,6,2,1
17042,20170414,1,7,8,11,17,19,28,12,91,11.0,1,5,17,0,4,7,1
17043,20170417,3,5,14,20,22,27,28,8,119,20.0,1,3,17,0,2,3,1
17044,20170419,1,3,5,6,11,12,13,4,51,6.0,2,5,12,0,4,22,1
17045,20170421,2,8,11,12,19,23,29,5,104,12.0,1,4,15,2,5,2,1
17046,20170424,2,5,9,11,12,17,29,19,85,11.0,1,5,17,2,5,7,1
17047,20170426,3,4,7,10,12,18,21,11,75,10.0,1,3,14,0,2,36,2
17048,20170428,2,4,8,11,18,22,25,7,90,11.0,0,2,15,0,2,7,1
17049,20170501,8,13,22,23,25,26,29,4,146,23.0,2,4,17,0,3,12,1
17050,20170503,1,2,3,11,23,27,30,17,97,11.0,1,5,20,1,4,34,2
17051,20170505,12,13,14,17,22,23,28,21,129,17.0,2,3,13,2,3,27,1
17052,20170508,5,6,10,14,20,26,29,18,110,14.0,1,2,17,1,2,2,1
17053,20170510,4,11,20,21,22,23,24,6,125,21.0,1,3,15,1,2,3,1
17054,20170512,1,3,6,10,15,18,25,26,78,10.0,0,4,15,3,1,7,1
17055,20170515,1,4,8,11,12,18,29,9,83,11.0,1,3,14,0,2,7,1
17056,20170517,2,4,15,17,25,27,28,16,118,17.0,1,4,14,0,2,1,2
17057,20170519,1,19,22,24,25,26,30,20,147,24.0,1,3,15,1,1,12,1
17058,20170522,5,9,12,21,23,24,28,6,122,21.0,1,4,15,1,2,1,1
17059,20170524,8,9,14,17,19,25,26,1,118,17.0,2,4,14,1,2,3,1
17060,20170526,3,6,7,9,17,22,29,13,93,9.0,1,5,20,2,4,7,1
17061,20170529,11,12,15,17,23,28,30,8,136,17.0,1,4,16,1,3,6,2
17062,20170531,7,12,19,22,23,28,29,14,140,22.0,2,4,15,4,4,6,2
17063,20170602,2,13,15,16,20,22,23,12,111,16.0,2,3,16,0,3,14,4
17064,20170605,2,6,12,16,26,28,30,17,120,16.0,0,0,13,1,1,1,1
17065,20170607,1,10,13,14,18,21,23,6,100,14.0,1,4,15,1,2,9,1
17066,20170609,12,14,20,21,27,29,30,9,153,21.0,2,3,13,1,1,32,1
17067,20170612,1,11,12,21,27,28,30,26,130,21.0,2,4,17,1,1,1,1
17068,20170614,15,21,24,25,26,27,29,1,167,25.0,1,5,12,1,1,25,1
17069,20170616,4,8,12,16,25,28,30,7,123,16.0,0,1,17,0,0,1,1
17070,20170619,7,8,18,19,24,27,28,10,131,19.0,3,3,15,2,2,1,1
17071,20170621,6,8,10,19,23,26,29,18,121,19.0,0,3,17,1,3,5,1
17072,20170623,6,10,15,17,18,21,25,8,112,17.0,1,4,14,3,1,9,1
17073,20170626,1,4,5,14,17,25,27,3,93,14.0,1,5,17,0,2,2,1
17074,20170628,3,5,7,13,16,18,21,15,83,13.0,0,5,14,2,4,33,1
17075,20170630,2,11,19,20,25,26,27,3,130,20.0,2,4,15,1,3,1,1
17076,20170703,7,11,19,20,26,27,29,8,139,20.0,2,5,17,0,4,1,2
17077,20170705,5,10,17,20,25,26,27,15,130,20.0,1,4,16,1,2,1,1
17078,20170707,1,9,11,12,19,24,29,13,105,12.0,1,5,16,2,3,2,1
17079,20170710,1,8,9,12,19,23,29,25,101,12.0,1,5,16,3,3,2,1
17080,20170712,2,4,9,14,16,21,27,18,93,14.0,0,3,14,3,1,4,1
17081,20170714,4,13,14,21,23,25,28,11,128,21.0,1,4,17,0,2,6,1
17082,20170717,1,10,11,19,20,22,23,26,106,19.0,3,4,14,0,3,4,1
17083,20170719,1,5,8,12,20,24,27,21,97,12.0,0,3,12,0,1,2,1
17084,20170721,7,9,12,19,20,25,27,15,119,19.0,1,5,15,2,2,3,2
